title,keywords,keywordWeights
Anarcho-capitalism,capitalism,0.318
Anarcho-capitalism,anarchism,0.278
Anarcho-capitalism,property,0.19
Anarcho-capitalism,capitalist,0.159
Anarcho-capitalism,state,0.114
Anarcho-capitalism,labor,0.105
Anarcho-capitalism,society,0.105
Anarcho-capitalism,liberalism,0.099
Anarcho-capitalism,private,0.098
Anatomy,anatomy,0.893
Anatomy,human,0.197
Anatomy,knowledge,0.112
Anatomy,humans,0.094
Anatomy,biology,0.092
Anatomy,study,0.075
Anatomy,comparative,0.075
Anatomy,muscles,0.074
Anatomy,structure,0.073
Anatomy,chart,0.066
Ancient_Egypt,bc,0.604
Ancient_Egypt,egyptian,0.437
Ancient_Egypt,egypt,0.297
Ancient_Egypt,th,0.193
Ancient_Egypt,egyptians,0.19
Ancient_Egypt,ancient,0.183
Ancient_Egypt,nile,0.168
Ancient_Egypt,pyramid,0.139
Ancient_Egypt,dynasties,0.13
Ancient_Egypt,earliest,0.104
Ancient_Greece,bc,0.424
Ancient_Greece,athens,0.381
Ancient_Greece,greek,0.361
Ancient_Greece,sparta,0.299
Ancient_Greece,greece,0.246
Ancient_Greece,athenian,0.186
Ancient_Greece,spartan,0.138
Ancient_Greece,alexander,0.131
Ancient_Greece,slaves,0.122
Ancient_Greece,ancient,0.122
Ancient_Rome,bc,0.59
Ancient_Rome,roman,0.471
Ancient_Rome,rome,0.331
Ancient_Rome,empire,0.199
Ancient_Rome,romans,0.103
Ancient_Rome,caesar,0.094
Ancient_Rome,senate,0.092
Ancient_Rome,emperor,0.092
Ancient_Rome,gods,0.091
Ancient_Rome,republic,0.086
Ancient_history,bc,0.668
Ancient_history,ancient,0.287
Ancient_history,empire,0.231
Ancient_history,roman,0.224
Ancient_history,dynasty,0.158
Ancient_history,civilization,0.115
Ancient_history,emperor,0.115
Ancient_history,classical,0.102
Ancient_history,history,0.099
Ancient_history,period,0.096
Andes,andes,0.771
Andes,chile,0.278
Andes,peru,0.199
Andes,argentina,0.179
Andes,venezuela,0.173
Andes,bolivia,0.142
Andes,ecuador,0.122
Andes,del,0.098
Andes,bolívar,0.08
Andes,plate,0.078
Andorra,andorra,0.847
Andorra,flag,0.274
Andorra,catalan,0.195
Andorra,ne,0.133
Andorra,principality,0.124
Andorra,spain,0.101
Andorra,la,0.088
Andorra,france,0.082
Andorra,countries,0.079
Andorra,french,0.077
Andr%C3%A9s_Nocioni,argentina,0.487
Andr%C3%A9s_Nocioni,nba,0.331
Andr%C3%A9s_Nocioni,team,0.318
Andr%C3%A9s_Nocioni,game,0.293
Andr%C3%A9s_Nocioni,argentine,0.21
Andr%C3%A9s_Nocioni,medal,0.207
Andr%C3%A9s_Nocioni,basketball,0.198
Andr%C3%A9s_Nocioni,foul,0.138
Andr%C3%A9s_Nocioni,championship,0.134
Andr%C3%A9s_Nocioni,played,0.112
Andrew_Carnegie,carnegie,0.932
Andrew_Carnegie,andrew,0.138
Andrew_Carnegie,steel,0.131
Andrew_Carnegie,pittsburgh,0.073
Andrew_Carnegie,scotland,0.066
Andrew_Carnegie,wealth,0.064
Andrew_Carnegie,telegraph,0.053
Andrew_Carnegie,workers,0.049
Andrew_Carnegie,company,0.047
Andrew_Carnegie,pennsylvania,0.044
Andrew_Dickson_White,cornell,0.481
Andrew_Dickson_White,white,0.453
Andrew_Dickson_White,science,0.272
Andrew_Dickson_White,andrew,0.233
Andrew_Dickson_White,university,0.214
Andrew_Dickson_White,religion,0.173
Andrew_Dickson_White,tolstoy,0.131
Andrew_Dickson_White,mormon,0.123
Andrew_Dickson_White,conflict,0.122
Andrew_Dickson_White,mansion,0.107
Andrew_Gonzalez,la,0.401
Andrew_Gonzalez,manila,0.336
Andrew_Gonzalez,university,0.329
Andrew_Gonzalez,andrew,0.317
Andrew_Gonzalez,de,0.273
Andrew_Gonzalez,president,0.265
Andrew_Gonzalez,college,0.25
Andrew_Gonzalez,education,0.223
Andrew_Gonzalez,linguistics,0.137
Andrew_Gonzalez,philippines,0.137
Andrew_Jackson,jackson,0.92
Andrew_Jackson,andrew,0.125
Andrew_Jackson,president,0.117
Andrew_Jackson,creek,0.082
Andrew_Jackson,tennessee,0.081
Andrew_Jackson,carolina,0.076
Andrew_Jackson,adams,0.058
Andrew_Jackson,bank,0.055
Andrew_Jackson,indians,0.054
Andrew_Jackson,john,0.048
Andrew_Johnson,johnson,0.744
Andrew_Johnson,president,0.22
Andrew_Johnson,senate,0.19
Andrew_Johnson,congress,0.144
Andrew_Johnson,andrew,0.139
Andrew_Johnson,republicans,0.138
Andrew_Johnson,tennessee,0.12
Andrew_Johnson,states,0.118
Andrew_Johnson,office,0.105
Andrew_Johnson,party,0.102
Andrew_Robinson,robinson,0.708
Andrew_Robinson,role,0.194
Andrew_Robinson,film,0.189
Andrew_Robinson,recurring,0.184
Andrew_Robinson,trek,0.177
Andrew_Robinson,killer,0.172
Andrew_Robinson,character,0.165
Andrew_Robinson,television,0.162
Andrew_Robinson,roles,0.143
Andrew_Robinson,star,0.119
Andriyivskyy_Descent,kiev,0.438
Andriyivskyy_Descent,descent,0.425
Andriyivskyy_Descent,church,0.317
Andriyivskyy_Descent,andrew,0.278
Andriyivskyy_Descent,castle,0.214
Andriyivskyy_Descent,street,0.171
Andriyivskyy_Descent,ukrainian,0.156
Andriyivskyy_Descent,mikhail,0.149
Andriyivskyy_Descent,richard,0.143
Andriyivskyy_Descent,house,0.142
Andromeda_Galaxy,galaxy,0.801
Andromeda_Galaxy,galaxies,0.253
Andromeda_Galaxy,milky,0.224
Andromeda_Galaxy,stars,0.21
Andromeda_Galaxy,spiral,0.114
Andromeda_Galaxy,globular,0.112
Andromeda_Galaxy,light,0.099
Andromeda_Galaxy,distance,0.091
Andromeda_Galaxy,velocity,0.079
Andromeda_Galaxy,core,0.078
Andy_Warhol,warhol,0.932
Andy_Warhol,andy,0.183
Andy_Warhol,art,0.106
Andy_Warhol,factory,0.094
Andy_Warhol,film,0.077
Andy_Warhol,artist,0.065
Andy_Warhol,paintings,0.056
Andy_Warhol,york,0.056
Andy_Warhol,films,0.05
Andy_Warhol,artists,0.046
Anemia,anaemia,0.862
Anemia,deficiency,0.213
Anemia,blood,0.203
Anemia,iron,0.2
Anemia,cells,0.103
Anemia,cell,0.084
Anemia,clinical,0.081
Anemia,loss,0.08
Anemia,vitamin,0.07
Anemia,production,0.069
Angel_shark,sharks,0.65
Angel_shark,angel,0.419
Angel_shark,sp,0.174
Angel_shark,sand,0.169
Angel_shark,devil,0.151
Angel_shark,provisional,0.151
Angel_shark,shark,0.121
Angel_shark,fin,0.121
Angel_shark,bonaparte,0.116
Angel_shark,australian,0.114
Angelica,wild,0.397
Angelica,species,0.361
Angelica,und,0.203
Angelica,flora,0.181
Angelica,eaten,0.171
Angelica,der,0.164
Angelica,von,0.146
Angelica,garden,0.144
Angelica,tall,0.141
Angelica,roots,0.138
Angkor,temples,0.358
Angkor,khmer,0.252
Angkor,ta,0.221
Angkor,buddhist,0.178
Angkor,sites,0.171
Angkor,restoration,0.16
Angkor,temple,0.148
Angkor,terrace,0.147
Angkor,magnificent,0.133
Angkor,shrine,0.132
Angkor_Wat,temple,0.629
Angkor_Wat,galleries,0.298
Angkor_Wat,towers,0.195
Angkor_Wat,khmer,0.189
Angkor_Wat,vishnu,0.181
Angkor_Wat,gallery,0.161
Angkor_Wat,temples,0.149
Angkor_Wat,outer,0.126
Angkor_Wat,west,0.104
Angkor_Wat,wall,0.096
Anglican_Church_of_Australia,right,0.407
Anglican_Church_of_Australia,australia,0.372
Anglican_Church_of_Australia,church,0.364
Anglican_Church_of_Australia,archbishop,0.307
Anglican_Church_of_Australia,anglican,0.23
Anglican_Church_of_Australia,metropolitan,0.187
Anglican_Church_of_Australia,perth,0.163
Anglican_Church_of_Australia,province,0.157
Anglican_Church_of_Australia,diocese,0.156
Anglican_Church_of_Australia,brisbane,0.118
Anglican_Communion,communion,0.572
Anglican_Communion,anglican,0.497
Anglican_Communion,church,0.42
Anglican_Communion,episcopal,0.209
Anglican_Communion,churches,0.177
Anglican_Communion,canterbury,0.156
Anglican_Communion,archbishop,0.139
Anglican_Communion,prayer,0.077
Anglican_Communion,catholic,0.076
Anglican_Communion,bishops,0.074
Anglicanism,anglican,0.675
Anglicanism,church,0.301
Anglicanism,communion,0.294
Anglicanism,churches,0.216
Anglicanism,catholic,0.174
Anglicanism,prayer,0.145
Anglicanism,archbishop,0.111
Anglicanism,canterbury,0.109
Anglicanism,evangelical,0.1
Anglicanism,england,0.093
Anglo-Saxon_literature,saxon,0.384
Anglo-Saxon_literature,anglo,0.346
Anglo-Saxon_literature,poetry,0.274
Anglo-Saxon_literature,poems,0.272
Anglo-Saxon_literature,old,0.24
Anglo-Saxon_literature,manuscript,0.179
Anglo-Saxon_literature,prose,0.174
Anglo-Saxon_literature,manuscripts,0.149
Anglo-Saxon_literature,texts,0.147
Anglo-Saxon_literature,heroic,0.142
Angola,angola,0.809
Angola,portuguese,0.182
Angola,santos,0.158
Angola,government,0.144
Angola,portugal,0.144
Angola,independence,0.098
Angola,party,0.087
Angola,congo,0.084
Angola,country,0.083
Angola,president,0.077
Anguilla,island,0.461
Anguilla,caribbean,0.203
Anguilla,territory,0.202
Anguilla,kitts,0.174
Anguilla,overseas,0.16
Anguilla,holidays,0.14
Anguilla,miles,0.136
Anguilla,dollar,0.128
Anguilla,nevis,0.115
Anguilla,population,0.112
Animal,worms,0.467
Animal,animals,0.425
Animal,cells,0.205
Animal,animal,0.192
Animal,digestive,0.149
Animal,tissues,0.145
Animal,energy,0.137
Animal,groups,0.13
Animal,phylum,0.118
Animal,symmetric,0.11
Animal_law,animal,0.743
Animal_law,law,0.416
Animal_law,animals,0.178
Animal_law,rights,0.172
Animal_law,companion,0.103
Animal_law,cases,0.102
Animal_law,liberation,0.099
Animal_law,criminal,0.093
Animal_law,legal,0.091
Animal_law,primates,0.084
Animal_rights,animals,0.508
Animal_rights,animal,0.463
Animal_rights,rights,0.459
Animal_rights,moral,0.231
Animal_rights,human,0.176
Animal_rights,humans,0.172
Animal_rights,beings,0.147
Animal_rights,argues,0.093
Animal_rights,singer,0.086
Animal_rights,liberation,0.084
Animation,animation,0.897
Animation,animated,0.188
Animation,frame,0.143
Animation,motion,0.098
Animation,film,0.098
Animation,techniques,0.094
Animation,films,0.087
Animation,computer,0.085
Animation,scene,0.075
Animation,examples,0.072
Ankylosaurus,tail,0.286
Ankylosaurus,skull,0.272
Ankylosaurus,armor,0.23
Ankylosaurus,plates,0.229
Ankylosaurus,cretaceous,0.219
Ankylosaurus,dinosaurs,0.214
Ankylosaurus,dinosaur,0.191
Ankylosaurus,bones,0.153
Ankylosaurus,club,0.148
Ankylosaurus,specimen,0.148
Ann_Arbor%2C_Michigan,arbor,0.73
Ann_Arbor%2C_Michigan,ann,0.525
Ann_Arbor%2C_Michigan,michigan,0.229
Ann_Arbor%2C_Michigan,city,0.186
Ann_Arbor%2C_Michigan,downtown,0.103
Ann_Arbor%2C_Michigan,university,0.098
Ann_Arbor%2C_Michigan,district,0.064
Ann_Arbor%2C_Michigan,street,0.044
Ann_Arbor%2C_Michigan,school,0.039
Ann_Arbor%2C_Michigan,detroit,0.038
Anna_Karenina,anna,0.771
Anna_Karenina,tolstoy,0.416
Anna_Karenina,novel,0.199
Anna_Karenina,russian,0.124
Anna_Karenina,starring,0.101
Anna_Karenina,directed,0.089
Anna_Karenina,aristocratic,0.081
Anna_Karenina,adaptation,0.069
Anna_Karenina,society,0.064
Anna_Karenina,moscow,0.062
Anne_Frank,anne,0.599
Anne_Frank,frank,0.477
Anne_Frank,diary,0.445
Anne_Frank,otto,0.233
Anne_Frank,amsterdam,0.12
Anne_Frank,holocaust,0.09
Anne_Frank,hiding,0.077
Anne_Frank,wrote,0.061
Anne_Frank,jews,0.061
Anne_Frank,jewish,0.061
Anne_of_Great_Britain,anne,0.705
Anne_of_Great_Britain,marlborough,0.309
Anne_of_Great_Britain,james,0.144
Anne_of_Great_Britain,queen,0.14
Anne_of_Great_Britain,princess,0.128
Anne_of_Great_Britain,duke,0.125
Anne_of_Great_Britain,mary,0.124
Anne_of_Great_Britain,scotland,0.123
Anne_of_Great_Britain,whigs,0.121
Anne_of_Great_Britain,succession,0.119
Annibale_Bugnini,congregation,0.37
Annibale_Bugnini,fr,0.345
Annibale_Bugnini,liturgical,0.292
Annibale_Bugnini,liturgy,0.227
Annibale_Bugnini,vatican,0.223
Annibale_Bugnini,secretary,0.184
Annibale_Bugnini,commission,0.176
Annibale_Bugnini,iran,0.166
Annibale_Bugnini,reform,0.164
Annibale_Bugnini,pope,0.157
Anno_Domini,year,0.412
Anno_Domini,calendar,0.389
Anno_Domini,era,0.274
Anno_Domini,dating,0.258
Anno_Domini,ad,0.226
Anno_Domini,bc,0.21
Anno_Domini,epoch,0.197
Anno_Domini,christ,0.158
Anno_Domini,gregorian,0.123
Anno_Domini,date,0.121
Anschluss,austria,0.611
Anschluss,austrian,0.495
Anschluss,hitler,0.277
Anschluss,german,0.181
Anschluss,germany,0.144
Anschluss,nazis,0.13
Anschluss,nazi,0.129
Anschluss,march,0.084
Anschluss,party,0.084
Anschluss,reich,0.08
Ant,ants,0.853
Ant,ant,0.447
Ant,species,0.087
Ant,nest,0.081
Ant,colonies,0.062
Ant,workers,0.052
Ant,colony,0.045
Ant,food,0.045
Ant,queens,0.042
Ant,worker,0.041
Antananarivo,madagascar,0.636
Antananarivo,city,0.26
Antananarivo,miles,0.131
Antananarivo,palaces,0.126
Antananarivo,chiefs,0.125
Antananarivo,capital,0.121
Antananarivo,armenia,0.121
Antananarivo,ft,0.116
Antananarivo,brick,0.115
Antananarivo,anglican,0.113
Antarctic_Treaty_System,antarctic,0.514
Antarctic_Treaty_System,antarctica,0.479
Antarctic_Treaty_System,treaty,0.392
Antarctic_Treaty_System,claim,0.18
Antarctic_Treaty_System,territorial,0.147
Antarctic_Treaty_System,nations,0.113
Antarctic_Treaty_System,claims,0.107
Antarctic_Treaty_System,meetings,0.097
Antarctic_Treaty_System,conservation,0.097
Antarctic_Treaty_System,personnel,0.094
Antarctic_krill,krill,0.872
Antarctic_krill,antarctic,0.261
Antarctic_krill,ice,0.133
Antarctic_krill,tonnes,0.092
Antarctic_krill,carbon,0.089
Antarctic_krill,ocean,0.084
Antarctic_krill,pack,0.072
Antarctic_krill,algae,0.071
Antarctic_krill,seals,0.068
Antarctic_krill,feeding,0.063
Antarctica,antarctica,0.669
Antarctica,antarctic,0.468
Antarctica,ice,0.257
Antarctica,continent,0.186
Antarctica,mya,0.123
Antarctica,ross,0.103
Antarctica,pole,0.083
Antarctica,penguins,0.08
Antarctica,flag,0.074
Antarctica,sheet,0.071
Antarctosaurus,species,0.366
Antarctosaurus,bones,0.334
Antarctosaurus,von,0.26
Antarctosaurus,jaw,0.259
Antarctosaurus,al,0.215
Antarctosaurus,dinosaur,0.207
Antarctosaurus,belong,0.192
Antarctosaurus,cretaceous,0.149
Antarctosaurus,metric,0.142
Antarctosaurus,regarded,0.136
Anteater,suborder,0.33
Anteater,giant,0.297
Anteater,habits,0.232
Anteater,genus,0.217
Anteater,ant,0.195
Anteater,ants,0.191
Anteater,claws,0.184
Anteater,shoulder,0.151
Anteater,northern,0.146
Anteater,colour,0.139
Antelope,species,0.493
Antelope,horns,0.308
Antelope,danger,0.144
Antelope,predators,0.132
Antelope,cattle,0.128
Antelope,thomson,0.123
Antelope,legs,0.117
Antelope,senses,0.116
Antelope,males,0.113
Antelope,animals,0.108
Anthony_van_Dyck,van,0.547
Anthony_van_Dyck,portraits,0.343
Anthony_van_Dyck,portrait,0.267
Anthony_van_Dyck,antwerp,0.222
Anthony_van_Dyck,charles,0.206
Anthony_van_Dyck,painting,0.16
Anthony_van_Dyck,ca,0.125
Anthony_van_Dyck,england,0.122
Anthony_van_Dyck,paintings,0.122
Anthony_van_Dyck,painter,0.117
Anthropology,anthropology,0.891
Anthropology,anthropologists,0.19
Anthropology,social,0.096
Anthropology,societies,0.094
Anthropology,cultural,0.089
Anthropology,discipline,0.081
Anthropology,american,0.073
Anthropology,slavery,0.058
Anthropology,sciences,0.056
Anthropology,culture,0.048
Antigua_and_Barbuda,antigua,0.826
Antigua_and_Barbuda,caribbean,0.161
Antigua_and_Barbuda,reservoir,0.122
Antigua_and_Barbuda,dam,0.093
Antigua_and_Barbuda,cruise,0.086
Antigua_and_Barbuda,harbour,0.085
Antigua_and_Barbuda,island,0.083
Antigua_and_Barbuda,saint,0.078
Antigua_and_Barbuda,museum,0.073
Antigua_and_Barbuda,cathedral,0.072
Antimony,mol,0.264
Antimony,compounds,0.231
Antimony,kj,0.193
Antimony,doses,0.179
Antimony,flame,0.17
Antimony,atomic,0.165
Antimony,metal,0.164
Antimony,symbol,0.155
Antimony,sulfide,0.141
Antimony,latin,0.134
Antlion,pit,0.38
Antlion,sand,0.335
Antlion,insects,0.274
Antlion,adult,0.266
Antlion,larvae,0.24
Antlion,ant,0.229
Antlion,ants,0.179
Antlion,abdomen,0.178
Antlion,jaws,0.17
Antlion,lion,0.168
Antoine_Lavoisier,combustion,0.427
Antoine_Lavoisier,chemical,0.337
Antoine_Lavoisier,chemistry,0.283
Antoine_Lavoisier,experiment,0.255
Antoine_Lavoisier,oxygen,0.224
Antoine_Lavoisier,hydrogen,0.172
Antoine_Lavoisier,nomenclature,0.144
Antoine_Lavoisier,experiments,0.131
Antoine_Lavoisier,contributions,0.112
Antoine_Lavoisier,french,0.11
Anton%C3%ADn_Dvo%C5%99%C3%A1k,concerto,0.497
Anton%C3%ADn_Dvo%C5%99%C3%A1k,symphony,0.419
Anton%C3%ADn_Dvo%C5%99%C3%A1k,op,0.31
Anton%C3%ADn_Dvo%C5%99%C3%A1k,cello,0.241
Anton%C3%ADn_Dvo%C5%99%C3%A1k,piano,0.238
Anton%C3%ADn_Dvo%C5%99%C3%A1k,music,0.175
Anton%C3%ADn_Dvo%C5%99%C3%A1k,czech,0.151
Anton%C3%ADn_Dvo%C5%99%C3%A1k,prague,0.147
Anton%C3%ADn_Dvo%C5%99%C3%A1k,orchestra,0.126
Anton%C3%ADn_Dvo%C5%99%C3%A1k,opus,0.123
Anton_Alexander_von_Werner,berlin,0.483
Anton_Alexander_von_Werner,von,0.283
Anton_Alexander_von_Werner,des,0.255
Anton_Alexander_von_Werner,der,0.254
Anton_Alexander_von_Werner,prussian,0.232
Anton_Alexander_von_Werner,painter,0.21
Anton_Alexander_von_Werner,die,0.208
Anton_Alexander_von_Werner,versailles,0.159
Anton_Alexander_von_Werner,academy,0.159
Anton_Alexander_von_Werner,proclamation,0.153
Antonio_Vivaldi,rv,0.922
Antonio_Vivaldi,concerto,0.212
Antonio_Vivaldi,violin,0.132
Antonio_Vivaldi,opus,0.111
Antonio_Vivaldi,venice,0.072
Antonio_Vivaldi,cello,0.07
Antonio_Vivaldi,operas,0.066
Antonio_Vivaldi,gloria,0.059
Antonio_Vivaldi,music,0.058
Antonio_Vivaldi,il,0.057
Antwerp,antwerp,0.885
Antwerp,painter,0.268
Antwerp,city,0.156
Antwerp,van,0.079
Antwerp,municipality,0.067
Antwerp,jan,0.059
Antwerp,citadel,0.055
Antwerp,dutch,0.055
Antwerp,century,0.055
Antwerp,baroque,0.049
Apaochi,dynasty,0.413
Apaochi,china,0.312
Apaochi,founder,0.296
Apaochi,tribes,0.206
Apaochi,located,0.2
Apaochi,later,0.17
Apaochi,declared,0.158
Apaochi,tang,0.151
Apaochi,rule,0.148
Apaochi,mongol,0.144
Apatosaurus,marsh,0.255
Apatosaurus,neck,0.253
Apatosaurus,genus,0.198
Apatosaurus,dinosaurs,0.195
Apatosaurus,volume,0.191
Apatosaurus,avian,0.176
Apatosaurus,wyoming,0.165
Apatosaurus,respiratory,0.157
Apatosaurus,dinosaur,0.157
Apatosaurus,partial,0.156
Ape,apes,0.806
Ape,humans,0.338
Ape,primates,0.155
Ape,monkeys,0.126
Ape,genera,0.12
Ape,genus,0.112
Ape,taxonomy,0.097
Ape,homo,0.094
Ape,linnaeus,0.091
Ape,gorilla,0.076
Aphid,plant,0.396
Aphid,females,0.279
Aphid,winged,0.247
Aphid,species,0.209
Aphid,beetle,0.206
Aphid,reproduce,0.163
Aphid,autumn,0.153
Aphid,males,0.15
Aphid,feeding,0.137
Aphid,eggs,0.132
Apollo,apollo,0.952
Apollo,god,0.142
Apollo,zeus,0.06
Apollo,sacred,0.05
Apollo,greek,0.048
Apollo,healing,0.045
Apollo,gods,0.043
Apollo,son,0.042
Apollo,killed,0.04
Apollo,temple,0.039
Apollo_11,lunar,0.416
Apollo_11,armstrong,0.383
Apollo_11,apollo,0.349
Apollo_11,moon,0.275
Apollo_11,astronauts,0.259
Apollo_11,module,0.208
Apollo_11,landing,0.191
Apollo_11,eagle,0.171
Apollo_11,nasa,0.165
Apollo_11,crew,0.114
Apollo_8,apollo,0.486
Apollo_8,crew,0.409
Apollo_8,spacecraft,0.292
Apollo_8,moon,0.262
Apollo_8,lunar,0.235
Apollo_8,mission,0.234
Apollo_8,module,0.224
Apollo_8,orbit,0.187
Apollo_8,flight,0.169
Apollo_8,earth,0.148
Apostolic_Succession,apostolic,0.511
Apostolic_Succession,wesley,0.353
Apostolic_Succession,bishops,0.336
Apostolic_Succession,succession,0.313
Apostolic_Succession,church,0.277
Apostolic_Succession,apostles,0.266
Apostolic_Succession,orthodox,0.198
Apostolic_Succession,catholic,0.167
Apostolic_Succession,churches,0.141
Apostolic_Succession,bishop,0.131
Apple,apple,0.702
Apple,apples,0.597
Apple,cultivars,0.179
Apple,fruit,0.119
Apple,tree,0.11
Apple,trees,0.071
Apple,frost,0.048
Apple,flower,0.041
Apple,cider,0.041
Apple,adam,0.04
Applied_mathematics,mathematics,0.767
Applied_mathematics,applied,0.344
Applied_mathematics,mathematical,0.175
Applied_mathematics,departments,0.136
Applied_mathematics,physics,0.121
Applied_mathematics,theory,0.117
Applied_mathematics,computational,0.104
Applied_mathematics,theoretical,0.099
Applied_mathematics,differential,0.094
Applied_mathematics,problems,0.093
Apricot,fruit,0.464
Apricot,seeds,0.252
Apricot,beta,0.136
Apricot,planted,0.134
Apricot,chinese,0.12
Apricot,cold,0.117
Apricot,australia,0.116
Apricot,cultivars,0.116
Apricot,flavor,0.103
Apricot,egypt,0.102
Aquarium,aquarium,0.81
Aquarium,tank,0.245
Aquarium,water,0.225
Aquarium,fish,0.195
Aquarium,nitrogen,0.141
Aquarium,tanks,0.124
Aquarium,cycle,0.086
Aquarium,biological,0.081
Aquarium,waste,0.077
Aquarium,bacteria,0.073
Arab-Israeli_conflict,israel,0.566
Arab-Israeli_conflict,israeli,0.445
Arab-Israeli_conflict,arab,0.388
Arab-Israeli_conflict,conflict,0.271
Arab-Israeli_conflict,lebanon,0.21
Arab-Israeli_conflict,war,0.144
Arab-Israeli_conflict,egypt,0.129
Arab-Israeli_conflict,sinai,0.121
Arab-Israeli_conflict,ceasefire,0.098
Arab-Israeli_conflict,syria,0.091
Arab_League,arab,0.668
Arab_League,league,0.507
Arab_League,egypt,0.19
Arab_League,summit,0.19
Arab_League,flag,0.167
Arab_League,cairo,0.135
Arab_League,iraq,0.111
Arab_League,joins,0.103
Arab_League,morocco,0.102
Arab_League,emergency,0.098
Arabic_language,arabic,0.845
Arabic_language,dialects,0.197
Arabic_language,language,0.121
Arabic_language,languages,0.114
Arabic_language,consonants,0.11
Arabic_language,syllable,0.106
Arabic_language,arab,0.096
Arabic_language,spoken,0.083
Arabic_language,alphabet,0.082
Arabic_language,script,0.076
Arable_land,arable,0.65
Arable_land,land,0.453
Arable_land,salt,0.182
Arable_land,crops,0.163
Arable_land,desert,0.132
Arable_land,flood,0.115
Arable_land,fertilizer,0.111
Arable_land,water,0.109
Arable_land,plants,0.104
Arable_land,rivers,0.089
Aradia%2C_or_the_Gospel_of_the_Witches,witches,0.402
Aradia%2C_or_the_Gospel_of_the_Witches,diana,0.342
Aradia%2C_or_the_Gospel_of_the_Witches,manuscript,0.234
Aradia%2C_or_the_Gospel_of_the_Witches,italian,0.227
Aradia%2C_or_the_Gospel_of_the_Witches,text,0.211
Aradia%2C_or_the_Gospel_of_the_Witches,chapter,0.17
Aradia%2C_or_the_Gospel_of_the_Witches,goddess,0.158
Aradia%2C_or_the_Gospel_of_the_Witches,chapters,0.157
Aradia%2C_or_the_Gospel_of_the_Witches,book,0.155
Aradia%2C_or_the_Gospel_of_the_Witches,rituals,0.149
Aral_Sea,sea,0.648
Aral_Sea,uzbekistan,0.25
Aral_Sea,irrigation,0.204
Aral_Sea,water,0.197
Aral_Sea,kazakhstan,0.18
Aral_Sea,soviet,0.14
Aral_Sea,cotton,0.136
Aral_Sea,area,0.103
Aral_Sea,rivers,0.102
Aral_Sea,lake,0.1
Arcadia_%28play%29,play,0.316
Arcadia_%28play%29,byron,0.232
Arcadia_%28play%29,mathematics,0.212
Arcadia_%28play%29,bernard,0.174
Arcadia_%28play%29,nightingale,0.173
Arcadia_%28play%29,ezra,0.159
Arcadia_%28play%29,house,0.151
Arcadia_%28play%29,lisa,0.151
Arcadia_%28play%29,award,0.138
Arcadia_%28play%29,theatre,0.132
Archaeoastronomy,astronomical,0.269
Archaeoastronomy,stonehenge,0.253
Archaeoastronomy,astronomy,0.251
Archaeoastronomy,sun,0.226
Archaeoastronomy,celestial,0.209
Archaeoastronomy,stars,0.184
Archaeoastronomy,sites,0.181
Archaeoastronomy,moon,0.154
Archaeoastronomy,alignment,0.143
Archaeoastronomy,horizon,0.129
Archaeology,archaeology,0.629
Archaeology,archaeological,0.324
Archaeology,excavation,0.305
Archaeology,archaeologists,0.275
Archaeology,survey,0.159
Archaeology,sites,0.145
Archaeology,artifacts,0.143
Archaeology,site,0.111
Archaeology,study,0.102
Archaeology,cultures,0.088
Archaeopteryx,specimen,0.559
Archaeopteryx,feathers,0.361
Archaeopteryx,birds,0.261
Archaeopteryx,specimens,0.248
Archaeopteryx,flight,0.215
Archaeopteryx,species,0.185
Archaeopteryx,wings,0.139
Archaeopteryx,owen,0.121
Archaeopteryx,berlin,0.12
Archaeopteryx,tail,0.118
Archbishop_of_Canterbury,canterbury,0.651
Archbishop_of_Canterbury,archbishop,0.608
Archbishop_of_Canterbury,bishop,0.145
Archbishop_of_Canterbury,church,0.138
Archbishop_of_Canterbury,anglican,0.109
Archbishop_of_Canterbury,england,0.106
Archbishop_of_Canterbury,buried,0.097
Archbishop_of_Canterbury,york,0.093
Archbishop_of_Canterbury,communion,0.091
Archbishop_of_Canterbury,palace,0.091
Archimedes,calculus,0.182
Archimedes,screw,0.18
Archimedes,mathematicians,0.168
Archimedes,greek,0.165
Archimedes,mirrors,0.163
Archimedes,roman,0.157
Archimedes,ships,0.156
Archimedes,mathematician,0.148
Archimedes,ratio,0.144
Archimedes,illustration,0.142
Architecture,architecture,0.732
Architecture,buildings,0.22
Architecture,architect,0.141
Architecture,building,0.132
Architecture,aesthetic,0.119
Architecture,design,0.117
Architecture,architectural,0.107
Architecture,functional,0.107
Architecture,architects,0.103
Architecture,art,0.101
Architecture_of_Windows_NT,kernel,0.422
Architecture_of_Windows_NT,drivers,0.353
Architecture_of_Windows_NT,mode,0.337
Architecture_of_Windows_NT,windows,0.337
Architecture_of_Windows_NT,manager,0.288
Architecture_of_Windows_NT,object,0.228
Architecture_of_Windows_NT,device,0.185
Architecture_of_Windows_NT,user,0.184
Architecture_of_Windows_NT,hardware,0.175
Architecture_of_Windows_NT,executive,0.13
Architecture_of_the_California_missions,mission,0.591
Architecture_of_the_California_missions,san,0.197
Architecture_of_the_California_missions,missions,0.195
Architecture_of_the_California_missions,walls,0.193
Architecture_of_the_California_missions,bricks,0.175
Architecture_of_the_California_missions,tiles,0.144
Architecture_of_the_California_missions,california,0.133
